Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000+01:00,00:15:00.000+01:00,,28.27873420715332,,,,,51.049564361572266,3.732469081878662,51.04964828491211,3.7328145503997803,2.0,2.0,2.0,,,,,,900000,,
00:15:00.000+01:00,00:30:00.000+01:00,,5.807425022125244,,,,,,,,,,,,,,,,,900000,,
00:30:00.000+01:00,00:45:00.000+01:00,,5.621779441833496,,,,,51.049522399902344,3.7328977584838867,51.049522399902344,3.7328977584838867,,,,,,,,,900000,,
00:45:00.000+01:00,01:00:00.000+01:00,,2.4368138313293457,,,,,51.049564361572266,3.7328734397888184,51.049564361572266,3.7328734397888184,,,,,,,,,900000,,
01:00:00.000+01:00,01:15:00.000+01:00,,2.0278804302215576,,,,,,,,,,,,,,,,,900000,,
01:15:00.000+01:00,01:30:00.000+01:00,,5.000117778778076,,,,,51.049522399902344,3.732898712158203,51.049522399902344,3.732898712158203,,,,,,,,,900000,,
01:30:00.000+01:00,01:45:00.000+01:00,,10.694756507873535,,,,,,,,,,,,,,,,,900000,,
01:45:00.000+01:00,02:00:00.000+01:00,,24.874916076660156,,,,,51.04939651489258,3.7327325344085693,51.049530029296875,3.73275089263916,,,,,,,,,900000,,
02:00:00.000+01:00,02:15:00.000+01:00,,22.233015060424805,,,,,51.04951095581055,3.7328808307647705,51.04957962036133,3.732896089553833,,,,,,,,,900000,,
02:15:00.000+01:00,02:30:00.000+01:00,,8.862298965454102,,,,,51.049530029296875,3.732910633087158,51.04957580566406,3.7329561710357666,,,,,,,,,900000,,
02:30:00.000+01:00,02:45:00.000+01:00,,9.053354263305664,,,,,,,,,,,,,,,,,900000,,
02:45:00.000+01:00,03:00:00.000+01:00,,9.053354263305664,,,,,,,,,,,,,,,,,900000,,
03:00:00.000+01:00,03:15:00.000+01:00,,75.52598571777344,,,,,51.049346923828125,3.7328765392303467,51.0495719909668,3.7328906059265137,,,,,,,,,900000,,
03:15:00.000+01:00,03:30:00.000+01:00,,2.9347736835479736,,,,,,,,,,,,,,,,,900000,,
03:30:00.000+01:00,03:45:00.000+01:00,,166.79119873046875,,,,,51.04954147338867,3.732832670211792,51.04954147338867,3.732832670211792,,,,,,,,,900000,,
03:45:00.000+01:00,04:00:00.000+01:00,,366.7587585449219,,,,,51.0474853515625,3.732783555984497,51.04957580566406,3.734673261642456,18.0,18.0,18.0,,,,,,900000,,
04:00:00.000+01:00,04:15:00.000+01:00,,3.147090435028076,,,,,,,,,,,,,,,,,900000,,
04:15:00.000+01:00,04:30:00.000+01:00,,6.833551406860352,,,,,51.04955291748047,3.7328577041625977,51.04955291748047,3.7328577041625977,,,,,,,,,900000,,
04:30:00.000+01:00,04:45:00.000+01:00,,8.757057189941406,,,,,51.04953384399414,3.7328782081604004,51.04954528808594,3.73294997215271,,,,,,,,,900000,,
04:45:00.000+01:00,05:00:00.000+01:00,,5.061854839324951,,,,,,,,,,,,,,,,,900000,,
