Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000+01:00,00:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
00:15:00.000+01:00,00:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
00:30:00.000+01:00,00:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
00:45:00.000+01:00,01:00:00.000+01:00,,,,,,,,,,,,,,2,,,,900000,,
01:00:00.000+01:00,01:15:00.000+01:00,,,,,,,,,,,,,,1,,,,900000,,
01:15:00.000+01:00,01:30:00.000+01:00,,,,,,,,,,,,,,71,,,,900000,,
01:30:00.000+01:00,01:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
01:45:00.000+01:00,02:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
02:00:00.000+01:00,02:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
02:15:00.000+01:00,02:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
02:30:00.000+01:00,02:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
02:45:00.000+01:00,03:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
03:00:00.000+01:00,03:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
03:15:00.000+01:00,03:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
03:30:00.000+01:00,03:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
03:45:00.000+01:00,04:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
04:00:00.000+01:00,04:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
04:15:00.000+01:00,04:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
04:30:00.000+01:00,04:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
04:45:00.000+01:00,05:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
05:00:00.000+01:00,05:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
05:15:00.000+01:00,05:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
05:30:00.000+01:00,05:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
05:45:00.000+01:00,06:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
06:00:00.000+01:00,06:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
06:15:00.000+01:00,06:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
06:30:00.000+01:00,06:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
06:45:00.000+01:00,07:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
07:00:00.000+01:00,07:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
07:15:00.000+01:00,07:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
07:30:00.000+01:00,07:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
07:45:00.000+01:00,08:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
08:00:00.000+01:00,08:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
08:15:00.000+01:00,08:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
08:30:00.000+01:00,08:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
08:45:00.000+01:00,09:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
09:00:00.000+01:00,09:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
09:15:00.000+01:00,09:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
09:30:00.000+01:00,09:45:00.000+01:00,,,,,,,,,,,,,,3,,,,900000,,
09:45:00.000+01:00,10:00:00.000+01:00,,,,,,,,,,,,,,19,,,,900000,,
10:00:00.000+01:00,10:15:00.000+01:00,,,,,,,,,,,,,,39,,,,900000,,
10:15:00.000+01:00,10:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
10:30:00.000+01:00,10:45:00.000+01:00,,,,,,,,,,,,,,403,,,,650728,249272,
10:45:00.000+01:00,11:00:00.000+01:00,,,,,,,51.03721237182617,3.7432751655578613,51.0374755859375,3.7489266395568848,,,,659,,,,529698,370302,
11:00:00.000+01:00,11:15:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,37,,,,900000,,
11:15:00.000+01:00,11:30:00.000+01:00,,4.290768623352051,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,7,,,,657282,,
11:30:00.000+01:00,11:45:00.000+01:00,,37.709232330322266,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,116,,,,247484,165699,
11:45:00.000+01:00,12:00:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,259,,,,892051,7949,
12:00:00.000+01:00,12:15:00.000+01:00,,,,,,,51.0374755859375,3.7489266395568848,51.0374755859375,3.7489266395568848,,,,376,,,,555936,191155,
12:15:00.000+01:00,12:30:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,87,,,,900000,,
12:30:00.000+01:00,12:45:00.000+01:00,,,,,,,,,,,,,,28,,,,900000,,
12:45:00.000+01:00,13:00:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,441,,,,555741,283144,
13:00:00.000+01:00,13:15:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,,,,,900000,,
13:15:00.000+01:00,13:30:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,,,,,900000,,
13:30:00.000+01:00,13:45:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,4,,,,900000,,
13:45:00.000+01:00,14:00:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,,,,,900000,,
14:00:00.000+01:00,14:15:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,7,,,,900000,,
14:15:00.000+01:00,14:30:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,,,,,900000,,
14:30:00.000+01:00,14:45:00.000+01:00,,,,,,,51.0374641418457,3.7486329078674316,51.0374755859375,3.7489266395568848,,,,29,,,,900000,,
14:45:00.000+01:00,15:00:00.000+01:00,,,,,,,51.0374641418457,3.7397687435150146,51.040401458740234,3.7489266395568848,,,,314,,,,427079,194273,
15:00:00.000+01:00,15:15:00.000+01:00,,,,,,,51.04241180419922,3.73193359375,51.0496711730957,3.736196756362915,,,,543,,,,548016,346659,
15:15:00.000+01:00,15:30:00.000+01:00,,,,,,,51.048038482666016,3.73193359375,51.0496711730957,3.732485294342041,,,,,,,,900000,,
15:30:00.000+01:00,15:45:00.000+01:00,,,,,,,51.048038482666016,3.732485294342041,51.048038482666016,3.732485294342041,,,,,,,,900000,,
15:45:00.000+01:00,16:00:00.000+01:00,,,,,,,51.047813415527344,3.7326645851135254,51.047813415527344,3.7326645851135254,,,,,,,,900000,,
16:00:00.000+01:00,16:15:00.000+01:00,,,,,,,51.048038482666016,3.732485294342041,51.048038482666016,3.732485294342041,,,,,,,,900000,,
16:15:00.000+01:00,16:30:00.000+01:00,,,,,,,51.047813415527344,3.73193359375,51.0496711730957,3.7326645851135254,,,,,,,,900000,,
16:30:00.000+01:00,16:45:00.000+01:00,,,,,,,51.048038482666016,3.732485294342041,51.048038482666016,3.732485294342041,,,,,,,,900000,,
16:45:00.000+01:00,17:00:00.000+01:00,,,,,,,51.047813415527344,3.73193359375,51.0496711730957,3.7326645851135254,,,,,,,,900000,,
17:00:00.000+01:00,17:15:00.000+01:00,,,,,,,51.047813415527344,3.73193359375,51.0496711730957,3.7326645851135254,,,,55,,,,849823,50177,
17:15:00.000+01:00,17:30:00.000+01:00,,114.0,,,,,51.046653747558594,3.7248826026916504,51.050575256347656,3.7326645851135254,1.75,1.75,1.75,957,,,,369570,331475,198955
17:30:00.000+01:00,17:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
17:45:00.000+01:00,18:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
18:00:00.000+01:00,18:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
18:15:00.000+01:00,18:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
18:30:00.000+01:00,18:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
18:45:00.000+01:00,19:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
19:00:00.000+01:00,19:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
19:15:00.000+01:00,19:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
19:30:00.000+01:00,19:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
19:45:00.000+01:00,20:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
20:00:00.000+01:00,20:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
20:15:00.000+01:00,20:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
20:30:00.000+01:00,20:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
20:45:00.000+01:00,21:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
21:00:00.000+01:00,21:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
21:15:00.000+01:00,21:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
21:30:00.000+01:00,21:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
21:45:00.000+01:00,22:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
22:00:00.000+01:00,22:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
22:15:00.000+01:00,22:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
22:30:00.000+01:00,22:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
22:45:00.000+01:00,23:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
23:00:00.000+01:00,23:15:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
23:15:00.000+01:00,23:30:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
23:30:00.000+01:00,23:45:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
23:45:00.000+01:00,00:00:00.000+01:00,,,,,,,,,,,,,,,,,,900000,,
