Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000+02:00,00:15:00.000+02:00,18.184894561767578,,,,,,50.87189865112305,3.579193592071533,50.871971130371094,3.5792675018310547,,,,19,,,,900000,,
00:15:00.000+02:00,00:30:00.000+02:00,18.184894561767578,,,,,,50.872066497802734,3.5790998935699463,50.872066497802734,3.5790998935699463,,,,29,,,,900000,,
00:30:00.000+02:00,00:45:00.000+02:00,18.184894561767578,,,,,,50.871944427490234,3.5792150497436523,50.871944427490234,3.5792150497436523,,,,14,,,,900000,,
00:45:00.000+02:00,01:00:00.000+02:00,18.184894561767578,,,,,,50.8718376159668,3.579164743423462,50.87200164794922,3.5793209075927734,,,,16,,,,900000,,
01:00:00.000+02:00,01:15:00.000+02:00,18.184894561767578,,,,,,50.8718376159668,3.5791873931884766,50.871971130371094,3.5793209075927734,,,,,,,,900000,,
01:15:00.000+02:00,01:30:00.000+02:00,18.184892654418945,,,,,,50.87192916870117,3.5792438983917236,50.87192916870117,3.5792438983917236,,,,2,,,,184787,,
01:30:00.000+02:00,01:45:00.000+02:00,18.184892654418945,,,,,,50.871891021728516,3.579200029373169,50.87197494506836,3.5792770385742188,,,,,,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,18.184892654418945,,,,,,50.871952056884766,3.5791633129119873,50.87200927734375,3.5792112350463867,,,,,,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,18.184894561767578,,,,,,50.871944427490234,3.5790998935699463,50.872066497802734,3.579224109649658,,,,4,,,,569788,,
02:15:00.000+02:00,02:30:00.000+02:00,18.184894561767578,,,,,,50.8718376159668,3.5790998935699463,50.872066497802734,3.5793209075927734,,,,61,,,,870012,,
02:30:00.000+02:00,02:45:00.000+02:00,18.18489646911621,,,,,,50.87199783325195,3.5791540145874023,50.87200927734375,3.5791726112365723,,,,50,,,,31310,,
