Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000Z,00:15:00.000Z,18.184894561767578,,,,,51.04808044433594,3.7230124473571777,51.04808044433594,3.7230124473571777,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,18.184894561767578,,,,,51.048118591308594,3.722896099090576,51.048118591308594,3.722896099090576,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,18.184894561767578,,,,,51.04808044433594,3.7229905128479004,51.0481071472168,3.7230656147003174,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,18.184894561767578,,,,,51.0480842590332,3.7229397296905518,51.0480842590332,3.7230725288391113,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,18.184894561767578,,,,,51.04812240600586,3.7229840755462646,51.04812240600586,3.7229840755462646,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,18.184894561767578,,,,,51.0480842590332,3.722867488861084,51.048152923583984,3.7229437828063965,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,18.184894561767578,,,,,51.04810333251953,3.72302508354187,51.04810333251953,3.72302508354187,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,18.184894561767578,,,,,51.04808044433594,3.7228710651397705,51.048160552978516,3.7231125831604004,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,18.184894561767578,,,,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,18.184894561767578,,,,,51.04808044433594,3.722985029220581,51.04811477661133,3.7230920791625977,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,18.184894561767578,,,,,51.04808807373047,3.723109006881714,51.04808807373047,3.723109006881714,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,18.184894561767578,,,,,51.04808044433594,3.7230169773101807,51.04813766479492,3.72306752204895,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,18.184894561767578,,,,,51.04810333251953,3.7229273319244385,51.048126220703125,3.7231290340423584,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,18.184894561767578,,,,,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,18.184894561767578,,,,,51.04807662963867,3.7228827476501465,51.04807662963867,3.7228827476501465,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,18.184894561767578,,,,,51.0481071472168,3.722949266433716,51.04813766479492,3.7230937480926514,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,18.184894561767578,,,,,51.04808807373047,3.722965955734253,51.04813003540039,3.7230489253997803,,,,,,,,900000,
04:15:00.000Z,04:30:00.000Z,18.184894561767578,,,,,51.04808807373047,3.722881317138672,51.048133850097656,3.723013401031494,,,,,,,,900000,
04:30:00.000Z,04:45:00.000Z,18.184894561767578,,,,,51.0481071472168,3.722965955734253,51.04813766479492,3.7230939865112305,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,18.184894561767578,,,,,51.04807662963867,3.722865581512451,51.04815673828125,3.722954511642456,0.7071067690849304,0.7071067690849304,0.7071067690849304,,,,,900000,
05:00:00.000Z,05:15:00.000Z,18.184894561767578,,,,,51.04811096191406,3.723072052001953,51.04811096191406,3.723072052001953,,,,,,,,900000,
