Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000+01:00,00:15:00.000+01:00,18.184894561767578,,,,,,,,,,,,,,,,,,900000,,
00:15:00.000+01:00,00:30:00.000+01:00,18.184894561767578,,,,,,51.04806900024414,3.722862482070923,51.04806900024414,3.722862482070923,,,,,,,,,900000,,
00:30:00.000+01:00,00:45:00.000+01:00,18.184894561767578,,,,,,51.048030853271484,3.7228593826293945,51.04808044433594,3.7230684757232666,0.5,0.5,0.5,,,,,,900000,,
00:45:00.000+01:00,01:00:00.000+01:00,18.184894561767578,,,,,,51.04803466796875,3.722862958908081,51.048099517822266,3.7228755950927734,,,,,,,,,900000,,
01:00:00.000+01:00,01:15:00.000+01:00,18.184894561767578,,,,,,51.04802322387695,3.7228729724884033,51.04808807373047,3.722980499267578,,,,,,,,,900000,,
01:15:00.000+01:00,01:30:00.000+01:00,18.184894561767578,,,,,,51.048030853271484,3.7228498458862305,51.048126220703125,3.722943067550659,,,,,,,,,900000,,
01:30:00.000+01:00,01:45:00.000+01:00,18.184894561767578,,,,,,51.048030853271484,3.7228610515594482,51.04808044433594,3.7229223251342773,,,,,,,,,900000,,
01:45:00.000+01:00,02:00:00.000+01:00,18.184894561767578,,,,,,51.04802703857422,3.722902297973633,51.04802703857422,3.722902297973633,,,,,,,,,900000,,
02:00:00.000+01:00,02:15:00.000+01:00,18.184894561767578,,,,,,51.04803466796875,3.7228598594665527,51.04865264892578,3.723052740097046,,,,,,,,,900000,,
02:15:00.000+01:00,02:30:00.000+01:00,18.184894561767578,,,,,,51.0480842590332,3.722874164581299,51.04838180541992,3.7229509353637695,,,,,,,,,900000,,
02:30:00.000+01:00,02:45:00.000+01:00,18.184894561767578,,,,,,51.04801940917969,3.7228446006774902,51.048030853271484,3.722865104675293,,,,,,,,,900000,,
02:45:00.000+01:00,03:00:00.000+01:00,18.184894561767578,,,,,,51.04802322387695,3.722937822341919,51.0482292175293,3.7232141494750977,0.625,0.75,0.5,,,,,,900000,,
03:00:00.000+01:00,03:15:00.000+01:00,18.184894561767578,,,,,,51.048126220703125,3.722914218902588,51.048240661621094,3.723249912261963,20.5,20.5,20.5,,,,,,900000,,
03:15:00.000+01:00,03:30:00.000+01:00,18.184894561767578,,,,,,51.047977447509766,3.7228126525878906,51.048160552978516,3.7229413986206055,0.75,0.75,0.75,,,,,,900000,,
03:30:00.000+01:00,03:45:00.000+01:00,18.184894561767578,,,,,,51.048030853271484,3.7228565216064453,51.04803466796875,3.7232754230499268,,,,,,,,,900000,,
03:45:00.000+01:00,04:00:00.000+01:00,18.184894561767578,,,,,,51.048038482666016,3.7228848934173584,51.04808044433594,3.72310209274292,1.0,1.0,1.0,,,,,,900000,,
04:00:00.000+01:00,04:15:00.000+01:00,18.184894561767578,,,,,,51.048038482666016,3.7228410243988037,51.048099517822266,3.7229182720184326,,,,,,,,,900000,,
04:15:00.000+01:00,04:30:00.000+01:00,18.184894561767578,,,,,,51.0481071472168,3.722900390625,51.0481071472168,3.722900390625,,,,,,,,,900000,,
